Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
186-429-213-249-780,Contemporary art in Africa,,1968,book,,,,,Ulli Beier,,,,,,Art; Art history; African art; Anthropology of art; Contemporary art,,,,,https://openlibrary.org/books/OL5611338M/Contemporary_art_in_Africa. https://www.amazon.com/Contemporary-art-Africa-Ulli-Beier/dp/0269992839 http://ci.nii.ac.jp/ncid/BA86400786,https://openlibrary.org/books/OL5611338M/Contemporary_art_in_Africa.,,,1967573234,,0,,34,false,,
186-464-923-042-411,Can aesthetics criticize contemporary art?,,2025,journal article,Философия и культура,24540757,"Aurora Group, s.r.o",,Chaoran Jiang,"<jats:p>The subject of the study is the possibility of aesthetics to criticize contemporary art. Contemporary art is not understood by aesthetic criticism. Aesthetics, detached from the process of creating and evaluating art, reveals a deficit of critical ability. Today, it is no longer aesthetics that criticizes art, but art that criticizes aesthetics. In the modernist era, aesthetics was an important means of understanding art, but it never criticized a specific work of art, but only analyzed the art as a whole, at the level of generalization. The purpose of this study is to examine the crisis of aesthetics due to which aesthetics cannot criticize modern art. Contemporary art gives rise not only to a new critical aesthetics but also to a philosophy of art, as it contributes to the affirmation of a value system appropriate to the times. The study was conducted through philosophical reflection on the crisis of aesthetics and application of the method of philosophical analysis. The research methodology is based on the concept of ""practical aesthetics"", the methodology of sociocultural analysis of contemporary art, methods of traditional aesthetics, and a comparative analysis of concepts of the development of modern aesthetics: the reconfiguration of aesthetics and practical aesthetics, which comprehends the phenomenon of aestheticization of everyday life as a means of expanding the scope of aesthetics. However, the evolution of aesthetics leads to its self-annihilating, and practical aesthetics is nothing more than the form of self-deception. Contemporary art is characterized by violating prevailing aesthetic norms and creating new aesthetic trends. Since the 1990s, an ethnographic emphasis in contemporary art has deconstructed conceptual oppositions in the political context of decolonization, destroying such polarities as First and Third World, center and periphery, West and East. In contemporary art, the critique of identity and hybridity have become central themes. Postcolonial discourse has sharpened the challenge to traditional aesthetics. The critical force of aesthetics must move to the practical level, that is, to open boundaries, i.e., accept contemporary art, actively participate in the evaluation and criticism of current artistic events, so as not to avoid the real artistic process, but to regain the ability to analyze current artistic processes.</jats:p>",,11,1,13,Aesthetics; Everyday Aesthetics; Subject (documents); Contemporary art; Sociology; Aesthetic theory; Nothing; Value (mathematics); Art; Aesthetic value; Phenomenon; Contemporary society; Everyday life; Sociocultural evolution; Scope (computer science); Modern art; Philosophy; Art criticism; Art methodology; Epistemology; Critical thought; Aesthetic experience; Postmodernism; Work of art; Criticism; Argument (complex analysis); Philosophical analysis,,,,,,http://dx.doi.org/10.7256/2454-0757.2025.11.76460,,10.7256/2454-0757.2025.11.76460,,,0,018-909-383-614-956,0,true,cc-by-nc,gold
186-536-965-582-74X,Contemporary British Art,,1952,journal article,College Art Journal,15436322,JSTOR,,James W. Lane; Herbert Read,,11,4,311,,,,,,,,http://dx.doi.org/10.2307/773477,,10.2307/773477,,,0,,0,false,,
186-750-732-011-695,Friendly Invasions 2034,,2014,,,,,,Edwin Janssen; Tracy Mackenna,,,,,,Engineering; Publishing; Environmental planning,,,,,https://discovery.dundee.ac.uk/en/publications/friendly-invasions-2034,https://discovery.dundee.ac.uk/en/publications/friendly-invasions-2034,,,2954656015,,0,,0,false,,
186-759-662-579-867,Historical Art and Contemporary Art,1949-12-01,1949,journal article,College Art Journal,15436322; 23255412,Informa UK Limited,,Jesse Garrison,"The phenomenon of time, of past, present and future, has been for a good many centuries an uneasy rack for the minds of philosophers and artists. Human life is constantly in a state of dislocation requiring heroic efforts of reorientation. As the wheel of events moves slowly or swiftly, the process of relocation is negligible or insistent. Custom and tradition rigidly determine conduct at one time; for another time the determining factor in innovation. No one can deny the circumstances which make our age one of unprecedented acceleration. A symptom of acceleration is the appearance of Cubism which terminated long established modes of thought in art and suggests other relocation in life in general. The drastic revision of a five-hundred-year-old tradition is seen by the moralist and philosopher as either regeneration or degeneration of our civilization. Loading modern art with grave portence of doom or salvation is undoubtedly a tempting activity but not necessarily an illuminating one. The heavens did not fall with past style changes; and we may see in the present one no more than a common biological tendency to live. The recent revolution of style raises many issues, one of which is the question of the value a work of art has as it recedes into the historic past. The impact upon us of a painting by Botticelli is very different from that of a work by Juan Gris. Perhaps we could say the older painting is passive while the modern one is active.",9,2,158,167,Style (visual arts); Civilization; Painting; Relocation; Aesthetics; Phenomenon; Art; Value (mathematics); History; Art history; Literature; Philosophy; Epistemology; Archaeology; Machine learning; Programming language; Computer science,,,,,,http://dx.doi.org/10.1080/15436322.1950.11465943,,10.1080/15436322.1950.11465943,,,0,,1,false,,
186-771-834-269-702,Contemporary Indian Art,,1970,journal article,Art Journal,00043249,JSTOR,United Kingdom,Alfred Werner; P. R. Ramachandra Rao,,30,2,220,,Indian art; Art; History of art; Art history; Anthropology of art; Contemporary art,,,,,http://www.jstor.org/stable/775447?origin=crossref,http://dx.doi.org/10.2307/775447,,10.2307/775447,2330958956,,0,,1,false,,
186-967-360-097-973,Frontmatter,2017-09-11,2017,book chapter,Speculative Art Histories,,Edinburgh University Press,,Sjoerd Van Tuinen,,,,i,ii,Mathematics,,,,,https://www.degruyter.com/document/doi/10.1515/9781474421065-fm/pdf https://doi.org/10.1515/9781474421065-fm,http://dx.doi.org/10.1515/9781474421065-fm,,10.1515/9781474421065-fm,,,0,,0,true,,bronze
186-980-846-691-901,Understanding The ISMS of Nigerian Post-Colonial Art Movements: An Ideological Path for Emerging Contemporary Art,2023-01-01,2023,journal article,International journal of research and scientific innovation,23205520; 23212705,,,Otonye Bille Ayodele,"Scholars of African art have advocated various methodologies for the study of African contemporary arts. These methodologies serve their purposes, however there is no particular most embracing and consensus approach so far. Since the millennium, the outcomes of African contemporary art actually defy any static approach. This paper proposes the ideologies and aesthetics of some post-colonial art movements in Nigeria and their impact on Nigerian contemporary art, as a methodological path to understanding the emerging contemporary arts of Nigeria. The art movements considered in this paper are Zarianism, Osogbo Art, Ulism, Onaism and Araism which are the most outstanding of Nigerian post-colonial art movements since independence in 1960. These art movements, through their ideologies, have largely shaped what is today considered as Nigerian Contemporary Art. This paper is a contribution to the ongoing dialogues on the identity of post-colonial Africa and the processes of de-colonization of African culture. Contemporary Nigerian art in this paper is the art from the 1990s till date. The paper is based on qualitative research and bibliographic surveys. The findings show that many contemporary Nigerian arts and artists are affiliated or linked with early post-colonial art movements. In conclusion, a successful inquiry and understanding of the formation and practice of the art movements hopefully will create a pathway in the prediction, identity, and understanding of recent works of art in Nigeria and Africa.",X,IV,47,57,Colonialism; Ideology; The arts; Contemporary art; African art; Independence (probability theory); Identity (music); Aesthetics; Art methodology; Indian art; Sociology; History; Visual arts; Art; Political science; Politics; Art history; Law; Archaeology; Performance art; Statistics; Mathematics,,,,,https://doi.org/10.51244/ijrsi.2023.10407 http://doi.org/10.51244/ijrsi.2023.10407,https://doi.org/10.51244/ijrsi.2023.10407,,,,,0,,0,true,,bronze
187-066-145-785-405,The Application and Future Development of New Media Technology in Contemporary Art,2020-12-18,2020,,,,,,Zhaoyu Lyu,"With the rapid development of social science and technology and the progress of the Internet, new media has penetrated and affected our lives, and provides convenient conditions for the creation, development and dissemination of contemporary art. The development of art follows the change of media of the time and makes reasonable adjustment and development changes for the aesthetic needs of human beings. The emergence of new media provides a good technical means for people's diversified aesthetic need, and also makes the contemporary art have many forms of changes. This paper explores the definition of new media technology and the characteristics of the time, combined with the integration and influence of new media and contemporary art, looks forward to the future development trend of the integration of new media and contemporary art.",2,8,,,The Internet; Sociology; New media technology; Engineering ethics; Contemporary art; New media,,,,,https://francis-press.com/uploads/papers/wyoRvSPSv9Qz9ciFpNtyd35ENPJncN6GfynlzV6X.pdf https://francis-press.com/papers/3159#abstract,https://francis-press.com/papers/3159#abstract,,,3111514437,,0,,0,false,,
187-124-724-996-664,"Arts, Religion, and the Environment",2018-07-03,2018,book,,,BRILL,,Whitney A. Bauman; Sigurd Bergmann,"Exploring Nature’s Texture brings together a collection of internationally-known group of artists, theologians, anthropologists and philosophers to look at the imaginative possibilities of using the visual arts to address the breakdown of the human relationship with the environment. ; Readership: Scholars and students in theology/religious studies, art history, artists and curators, environmental humanities, environmental studies, philosophy, anthropology, environmental arts, architecture, sociology.",,,,,The arts; Anthropocene; Meaning (existential); Aesthetics; Natural (archaeology); Bridge (graph theory); George (robot); Environmental ethics; Visual arts; Art; Sociology; Anthropology; Art history; History; Epistemology; Philosophy; Archaeology; Internal medicine; Medicine,,,,,,http://dx.doi.org/10.1163/9789004358980,,10.1163/9789004358980,,,0,,2,true,,green
187-249-742-213-044,미술교육의 새로운 과제: 현대 미술교육,,2002,,,,,,null 이은적,"As well known, in the twentieth century, the art becomes more complex and ambiguous, and grows distant from the spectator. Therefore, we particularly recognize the necessity of the contemporary art's education. But the elaboration of its education is not facial. This study interrogates the modes of the elaboration of the contents and methods of the contemporary art's education, in referring to the curriculum of Art Education in French. The necessity of the contemporary art's education is based on the cultual and epistemological pertinence. The main question of its education is that of access to the comprehension of the process and creation of the contemporary art work in the artistic dimension. Therefore, the contemporary art's education emphasizes on the cultural formation and appreciation education. In the context, the contemporary art's education privileges the knowledges permitting the access to the contemporary creation, and through that, to the modem thought. Its task should take care to have capacity of the analysis, critic esprit and open esprit, as well as to understand the diversity of art work. The method of the practice is based on the questions of the artistic fact and the critic practice. The work of the didactic transposition shows the process of 1) analysing the artistic documents, 2) deriving a problematic fact from them, 3) and proposing a programmed activity according to level of education, with giving students a problem to resolve to. This study shows that with examples.",20,,341,366,Aesthetics; Sociology; Dimension (data warehouse); Context (language use); Diversity (politics); Visual arts education; Process (engineering); Curriculum; Comprehension; Contemporary art,,,,,http://www.newnonmun.com/article=63449 http://webdb.newnonmun.com/article=63449,http://www.newnonmun.com/article=63449,,,3087220028,,0,,0,false,,
187-332-898-479-495,Magritte and Contemporary Art,,2006,book,,,,,Dickran Tashjian; Michel Draguet; Stephanie Barron,,,,,,Art; Art history; Contemporary art,,,,,https://www.goodreads.com/work/editions/190240-magritte-and-contemporary-art-the-treachery-of-images,https://www.goodreads.com/work/editions/190240-magritte-and-contemporary-art-the-treachery-of-images,,,3022682952,,0,,0,false,,
187-417-419-541-283,THE HISTORY OF THE CENTER FOR CONTEMPORARY ART ON YAKIMANKA. ARCHIVE OPTICS,,2021,journal article,Articult,22276165,Russian State University for the Humanities,,Vladislava L. Gayduk,"<jats:p>The history of the Center for Contemporary Art on Yakimanka is analyzed through the prism of archival documents that are stored in the Media Library of the Pushkin State Museum of Fine Arts. The investigation of the all types of the archival documents allows us to consider the Centre for contemporary art not as an art institution but as the embodiment of the “artistic tusovka”. This term was suggested by Victor Misiano. The magnitude of the exhibition and other art projects that were created in the Center (the newspaper of contemporary art “Vernisage”, the magazine “Artograph”, the Curators’ workshop, Visual Anthropology workshop, etc.) confirms this hypothesis. Despite the weak institutional ties that characterize artistic tusovka, the Centre became one of the important milestones in the development of contemporary Russian art.</jats:p>",,3,81,95,Exhibition; Contemporary art; Center (category theory); Newspaper; Visual arts; The arts; Institution; Fine art; Art; Prism; History of art; Museology; Art history; History; Sociology; Architecture; Media studies; Performance art; Social science; Crystallography; Optics; Physics; Chemistry,institutional history of contemporary art; Yakimanka Center for Contemporary Art; Bazhanov; Misiano; Archive of Contemporary art,,,,https://doi.org/10.28995/2227-6165-2021-3-81-95,http://dx.doi.org/10.28995/2227-6165-2021-3-81-95,,10.28995/2227-6165-2021-3-81-95,,,0,,0,true,,gold
187-927-544-361-601,Mapping and contemporary art,2018-09-03,2018,book chapter,Artistic Approaches to Cultural Mapping,,Routledge,,Ruth Watson,"This chapter deals with notions of the changing function and status of mapping in art, opening out definitions that have created expectations and limits on what is possible and, perhaps, desirable. It surveys how maps became a common visual trope for many artists in the decades after World War Two, beginning with some of the exhibitions and publications that have supported and disseminated their work. The chapter focuses on the changing tenor in the reception of the famous Mappe by Italian Arte Povera artist Alighiero Fabrizio Boetti. It explores selected instances of maps or mapping in art, but offers these neither as a representative overview of current practices, nor a new canon. There are now many instances of contemporary art using cartography that, generally speaking, represent a generational shift away from the map towards mapping as a process, often with a concomitant focus on action and activism.",,,25,45,Art,,,,,,http://dx.doi.org/10.4324/9781315110028-2,,10.4324/9781315110028-2,,,0,,0,false,,
188-176-232-078-737,Contemporary environmental art,2017-01-06,2017,book chapter,The Routledge Companion to the Environmental Humanities,,Routledge,,JAMES NISBET,"Since the end of World War II, visual art has undergone a series of major transitions in the way that it addresses issues of the environment. Prior to this paradigm shift, artwork dating back to the Renaissance had contended with the environment principally through the genre of landscape painting. Whether Pieter Bruegel the Elder’s paintings of village life and labor, Nicolas Poussin’s idealizations of mythical terrains, or John Constable’s studies of rain and wind in the craggy English countryside, centuries of landscape painting consistently construed the domain of the visual arts as one of picturing environmental conditions. Beginning with the rise of new approaches to artistic production in the 1950s, however, the fundamental role of visual art transformed from that of showing environmental conditions to participating more directly in them. This is to say that while the academic discipline of art history has adopted more expressly ecocritical concerns during the early twenty-first century (Baum; Boetzkes; Brattock and Ater; Brattock and Irmsher; Cheetham; Demos; Lippard; Nisbet; Scott and Swenson), the practice of art itself has a longer history of shaping key questions for the environmental humanities. The following chapter will address these developments over the last half-century through three important artists and artistic partnerships, beginning with the work of Robert Rauschenberg.",,,317,328,Art,,,,,,http://dx.doi.org/10.4324/9781315766355-43,,10.4324/9781315766355-43,,,0,050-104-283-549-052,0,false,,
188-344-487-448-306,Contemporary Russian Art,,1989,book,,,,,Matthew Cullerne Bown,"The author discusses how Russian art has evolved from icon painting through to Socialist Realism. He examines the work of approximately 50 contemporary artists, all of whom are living and working in the Soviet Union and conveys a general view of life in the USSR. Matthew Cullerne-Bown has written articles on Soviet art for ""The Guardian"" and for art journals.",,,,,Art; Visual arts; History of art; Painting; Guardian; Icon; Soviet union; Realism; Contemporary art,,,,,https://www.amazon.com/Contemporary-Russian-Matthew-Cullerne-Brown/dp/0802225713 https://openlibrary.org/books/OL7830518M/Contemporary_Russian_Art https://ci.nii.ac.jp/ncid/BA13039771,https://www.amazon.com/Contemporary-Russian-Matthew-Cullerne-Brown/dp/0802225713,,,1985057916,,0,,3,false,,
188-579-164-354-598,THE ROLE OF FOLK AND TRIBAL ELEMENTS IN CONTEMPORARY INDIAN ART: AN ANALYTICAL STUDY,2026-03-07,2026,journal article,International Journal of Research -GRANTHAALAYAH,23500530; 23943629,Granthaalayah Publications and Printers,,Sandhya Jadon; Ashish Kumar Shringi,"<jats:p>The role of folk and tribal elements in contemporary Indian art has been extremely important and significant. Amidst the rapid influences of modernity, globalization, and technological advancements, Indian artists have maintained a connection to their cultural roots. Folk and tribal arts are expressions of the lifestyle, beliefs, traditions, relationship with nature, and collective consciousness of Indian society. Contemporary artists are drawing inspiration from these traditional art forms and presenting them with new ideas, modern mediums, and contemporary contexts, thereby giving Indian art a unique identity.; This study presents an analysis of the form, application, and socio-cultural significance of folk and tribal elements in contemporary Indian art. Contemporary artists have incorporated the colors, lines, symbols, and narratives of folk and tribal art forms such as Gond, Bhil, Warli, and Madhubani into their works with new meanings and perspectives.; The incorporation of folk and tribal elements in contemporary Indian art makes it more sensitive, vibrant, and connected to society. This trend establishes a balance between tradition and modernity and proves instrumental in maintaining cultural continuity. At the same time, it highlights the originality and distinctiveness of Indian art on the global stage.; Therefore, it can be said that folk and tribal elements not only enrich contemporary Indian art aesthetically, but also serve as a powerful medium for social consciousness, cultural preservation, and creative innovation.</jats:p>",14,2SCE,304,308,,,,,,,http://dx.doi.org/10.29121/granthaalayah.v14.i2sce.2026.6735,,10.29121/granthaalayah.v14.i2sce.2026.6735,,,0,,0,false,,
189-431-581-097-479,"Beauty: Deepening an understanding of contemporary art, art practice and theory",,2005,dissertation,,,,,Jennifer Jean Nijsse,"Beauty has always seen with an air of veneration, however, the art world of late has adopted a particular disdain towards its complexities. Contemporary art, while ostensibly somewhat abstract, challenges viewers to think dialogically and engage in far ranging topics. Because art is an effective way to cognize our world, it seems vital to look to art for deeper understandings. Artists who embrace beauty as a vehicle for cognition are able to engage those particularly wary of the esoteric nature of contemporary art. Through examining history, philosophy and theory as well as art practice, we reach a deeper understanding of contemporary art. Research for this thesis probes the following questions: What does a contemporary understanding of beauty entail? Can beauty provide us with a way to navigate contemporary art? And, if so, what does this mean for a postmodem society ridden with various ills can beauty be an antidote? I would like to dedicate this thesis with much Love and admiration to the memory of m y grandmother, Belva stephenson, a t ruly beautiful human being. rhank-you for always believing the bes t ~ V L me.",,,,,Aesthetics; Art; Admiration; Veneration; Beauty; Art world; Human being; Anthropology of art; Art methodology; Contemporary art,,,,,https://summit.sfu.ca/system/files/iritems1/9340/etd1770.pdf https://summit.sfu.ca/item/9340,https://summit.sfu.ca/item/9340,,,2158182702,,0,003-082-645-717-887; 029-276-269-788-372; 050-393-857-051-231; 072-378-276-113-505; 075-348-993-059-603; 076-303-159-564-808; 078-776-691-097-006; 080-431-633-977-652; 110-610-529-225-397; 113-894-355-285-600; 114-159-455-015-507; 115-350-696-368-014; 127-368-893-741-157; 134-988-796-071-527; 154-889-770-562-40X,0,false,,
189-523-031-759-325,Contemporary Self-Taught Art,,1998,,,,,,Suzan B. Harris,"(1998). Contemporary Self-Taught Art. Art Education: Vol. 51, Art Museum/School Collaborations, pp. 25-32.",51,2,26,32,Studio art; Art; Visual arts; Pedagogy; Visual arts education; Critical thinking; Anthropology of art; Art methodology; Contemporary art,,,,,https://www.tandfonline.com/doi/abs/10.1080/00043125.1998.11654319 https://eric.ed.gov/?id=EJ586850,https://www.tandfonline.com/doi/abs/10.1080/00043125.1998.11654319,,,238450894,,0,,0,false,,
189-964-065-190-29X,Art in Contemporary America.,,1970,,,,,,Claiborne Pell,,,,,,Art; Visual arts; Art criticism; Social attitudes; Visual arts education; Social science; Anthropology of art; Contemporary art,,,,,https://eric.ed.gov/?id=EJ021003,https://eric.ed.gov/?id=EJ021003,,,214327001,,0,,0,false,,
190-285-219-624-929,The Musealization of Contemporary Art as a Discursive and Reflexive Process of Museum Reinvention,2025-12-01,2025,journal article,Afterimage,25788531; 03007472,University of California Press,,Elisa Noronha Nascimento,"<jats:p>This article concisely presents a study about museums of contemporary art. Specifically, it examines the “musealization” of contemporary art as a process of updating, accessing, rupturing, affirming, and reorienting institutional discourses and practices. Building a theoretical framework, it explores how institutions apply paradigms, discussions, and functions that justify and support them, as well as the transformations that occur during the process of musealization of contemporary art. Essentially, it enters the debate regarding the identity of museums, while searching for a critical understanding and reflection on current and implicit ideas of what constitutes a contemporary art museum when institutions manifest themselves as such.</jats:p>",52,4,24,38,,,,,,,http://dx.doi.org/10.1525/aft.2025.52.4.24,,10.1525/aft.2025.52.4.24,,,0,,0,false,,
190-363-680-738-677,Kalliphobia in Contemporary Art,,2004,journal article,Art Journal,00043249; 23255307,JSTOR,United Kingdom,Arthur C. Danto,,63,2,24,24,Art; Visual arts; Art history; Aesthetics,,,,,,http://dx.doi.org/10.2307/4134518,,10.2307/4134518,,,0,,0,false,,
190-694-866-156-962,Margaret Preston and assimilation,,2015,journal article,Journal of Australian Indigenous Issues,14405202,RMIT Publishing,,Donna Leslie,,18,3,2,16,,,,,,,http://dx.doi.org/10.3316/informit.199074683549061,,10.3316/informit.199074683549061,,,0,,0,false,,
190-801-349-478-761,Conservation of contemporary art,,1960,,,,,,Caroline Keck,"Although the improper preparation of paintings and the incompatible materials used contribute to the impermanence of modern art, the author, who has had more experience with preserving contemporary painting than most conservators, questions whether all the blame should be put on the artist. While exhorting the artist to be more careful, she points out the general ignorance concerning the behaviour of matter, the vast quantity of new and unfamiliar products, the lack of standards of procedure to guide the painter. The article is illustrated with dramatic enlargements showing the results of using improper mediums or primings, the cracking or wrinkling of paint films caused by undried paint active underneath too rapidly drying surfaces.",38,5,34,37,Art; Visual arts; Modern art; Painting; Ignorance; Impermanence; Blame; Contemporary art,,,,,,,,,2268117131,,0,,3,false,,
191-004-778-581-681,Research Guides: Contemporary Art and Artists: E-books,2012-02-17,2012,libguide,,,,,Robert Gore,"Welcome to the UCLA Library guide for researching contemporary art topics. This guide is intended as a starting place for researchers, pointing to tools, resources, and strategies for finding information related to contemporary art.",,,,,Art; Visual arts; Architecture design; Contemporary art,,,,,https://guides.library.ucla.edu/c.php?g=180498&p=7447243,https://guides.library.ucla.edu/c.php?g=180498&p=7447243,,,3043805594,,0,,0,false,,
191-377-924-830-140,A Network for the South,,2014,,,,,,Angela Tecce,"The MiBACT Directorate-General for landscape, fine arts, architecture and contemporary art (PaBAAC) is developing a contemporary art network in order to promote cultural exchanges and investments for future generations to face the global financial crisis. The book The Places of Contemporary Art in Italy (2012) shows that the contemporary art is being disseminated increasingly; however, even though many new museum or other institutions receive public funds there is no guarantee that they will stay up and running. In most cases, they fail and close. In this perspective, the Network represents a concrete opportunity for these various places of contemporary art to receive support. In the Southern Italy in particular, a Study for the network of places of contemporary art (2009-2011), promoted by PaBAAC, explains the importance of creating a database based platform that weaves data and information, scientific contents and services, communication plans and marketing activities, collections and events that will be shared through the Network.",,1,109,112,Architecture; Order (exchange); Perspective (graphical); Geography; Financial crisis; Face (sociological concept); Public fund; Public relations; Genealogy; Fine art; Contemporary art,,,,,https://www.rivisteweb.it/doi/10.1446/77280 https://EconPapers.repec.org/RePEc:mul:jkrece:doi:10.1446/77280:y:2014:i:1:p:109-112 https://ideas.repec.org/a/mul/jkrece/doi10.1446-77280y2014i1p109-112.html,https://www.rivisteweb.it/doi/10.1446/77280,,,2134009081,,0,,0,false,,
191-599-793-978-375,"Contemporary art: the key issues: art, philosophy and politics in the context of contemporary cultural production",,2007,dissertation,,,,,Gary C. Willis,"‘Gary C. Willis has interrogated the complex relationship between contemporary art, popular culture, politics and philosophy. His research reveals a parallel between ancient and contemporary conceptions of art’s role. He demonstrates that art is essentially a knowledge-based project and offers a compelling model of art’s dynamic pivot and function.’ - Dr. Barbara Bolt",,,,,Aesthetics; Art; Context (language use); Key issues; Hegelianism; Art history; Anthropology of art; Art methodology; Contemporary art; Politics; Popular culture,,,,,http://repository.unimelb.edu.au/10187/2245 https://minerva-access.unimelb.edu.au/handle/11343/39368,http://repository.unimelb.edu.au/10187/2245,,,142129586,,0,,0,false,,
192-833-551-566-182,Research on the History and Art Characteristic of the Contemporary Picturebook of China,,2011,journal article,Art and design,10082832,,,LI Qia,"In this map reading prevailed,media-rich era,a ""picturebook reading"" upsurge is lifted in contemporary China. Contemporary picturebook in China,as a cultural phenomenon and a type of art,are related with the integra-tion and development of different art forms,and related with the transmission and innovation of quality and form of art.The paper starts with basic concepts about contemporary picturebook,explores inherited relation-ship between contemporary Chinese picturebook,as a type of art and traditional art form,as well as the times characteristics of the contemporary picturebook under the background of globalization,so as to put forward some thinking and viewpoints on learning and creating picturebook,as well as the trends of Chinese contem-porary picturebook in the near future.",,,,,Art; Visual arts; China; Viewpoints; Quality (philosophy); Cultural phenomenon; Map reading; Picture books; Reading (process); Contemporary art,,,,,https://en.cnki.com.cn/Article_en/CJFDTotal-YSLL201105029.htm,https://en.cnki.com.cn/Article_en/CJFDTotal-YSLL201105029.htm,,,2353427831,,0,,0,false,,
192-933-331-692-038,Utopia & contemporary art,2013-11-01,2013,,,,,,Roula Matar-Perret,"Aboutissement du projet Utopia mene pendant trois ans par le musee danois ARKEN Museum of Modern Art, cette publication s’organise autour d’une large question : quel peut etre le sens de l’utopie aujourd’hui ? Les trois parties qui structurent le catalogue exposent, sous divers angles d’approche, les explorations du concept dans les pratiques artistiques contemporaines. Les premieres analyses, historiques et theoriques, etudient l’« utopie revisitee » comme signifiant la resurgence d’un elan ...",,,,,Art; Humanities; Utopia; Art history; Contemporary art,,,,,https://journals.openedition.org/critiquedart/5378 https://journals.openedition.org/critiquedart/pdf/5378,https://journals.openedition.org/critiquedart/5378,,,2586855670,,0,,0,false,,
193-255-938-518-315,Notes on the Situation of Contemporary Art in Ecuador (Notas sobre la situación del arte contemporáneo en Ecuador),2009-05-09,2009,,Social Science Research Network,,,,Paulo Vélez León,"This paper proposes to give a brief overview of the state of contemporary Ecuadorian art. The first section defines the concept and practice of contemporary art in relation to ethics and truth. The second section deals with ""problems"" that beset the creators, curators and art critics, art market, and consumers, makes a brief allusion to the state of higher education in arts. In this section, although it emphasizes the fragility of Ecuadorian contemporary art, also noted that each of the states mentioned as an opportunity to improve and advance, not only in development and positioning of Ecuadorian art, but above all, a world of art. At the conclusion emphasizes the necesariety to reduce the deformations presented in order to recover a primary and fundamental concept of art: ""Art exists because there are works of art, and because these are artists, and because there is such a world of art.""",,,,,Higher education; Art; State (polity); Allusion; Relation (history of concept); Art history; The arts; Anthropology of art; Art methodology; Contemporary art,,,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1401724 https://www.ssrn.com/abstract=1401724 https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID1401848_code1266850.pdf?abstractid=1401724&mirid=2,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1401724,,,2255755846,,0,,0,false,,
193-681-240-349-232,Art Prague,,2022,other,Bloomsbury Art Markets,,Bloomsbury Publishing,,Anna Bondarenko,"HistoryThe contemporary art fair Art Prague was founded in 2002 by two Prague gallery owners, Karolina Bayerová and Iva Nesvadbová. The mission of the fair was not only to popularize contemporary art and educate the general public, but to give exposure to Czech contemporary art and to enable wider a",,,,,Art; Geography,,,,,,http://dx.doi.org/10.5040/9781350924406.14488,,10.5040/9781350924406.14488,,,0,,0,false,,
193-874-936-918-107,Claudia Alvarez at Scott White Contemporary Art,2013-03-01,2013,,,,,,Jan Garden Castro,"Claudia Alvarez had many group shows in 2012; a fall solo show at Scott White Contemporary Art in La Jolla, California; work at the Bemis Center for Contemporary Art in Nebraska; and work at Art Toronto and Art Miami through her Dublin Gallery, Blue Leaf Gallery. This review will discuss the work exhibited at Scott White and Art Miami by appraising the artist's themes, ceramics techniques and background.",,91,65,,Art; Miami; Media studies; Art history; Performance art; White (horse); Contemporary art,,,,,http://search.informit.com.au/documentSummary;dn=266062752610713;res=IELHSS,http://search.informit.com.au/documentSummary;dn=266062752610713;res=IELHSS,,,2294971815,,0,,0,false,,
194-855-219-958-627,The global contemporary and the rise of new art worlds,,2013,book,,,,,Hans Belting; Andrea Buddensieg; Peter Weibel,"""The geography of the visual arts changed with the end of the Cold War. Contemporary art was no longer defined, exhibited, interpreted, and acquired according to a blueprint drawn up in New York, London, Paris, or Berlin. The art world distributed itself into art worlds. With the emergence of new art scenes in Asia and the Middle East and the explosion of biennials, the visual arts have become globalized as surely as the world economy has. This book offers a new map of contemporary art's new worlds. The Global Contemporary and the Rise of New Art Worlds documents the globalization of the visual arts and the rise of the contemporary over the last twenty years. Lavishly illustrated, with color throughout, it tracks developments ranging from exhibition histories and the rise of new art spaces to art's branding in such emerging markets as Hong Kong and the Gulf States. Essays treat such subjects as curating after the global turn; art and the migration of pictures; the end of the canon; and new strategies of representation.""--Publisher's website.",,,,,Art; Visual arts; Blueprint; History of art; Globalization; World economy; Art world; Exhibition; Environmental art; Contemporary art,,,,,http://ci.nii.ac.jp/ncid/BB15337734 https://lib.ugent.be/en/catalog/rug01:002494308,http://ci.nii.ac.jp/ncid/BB15337734,,,622528921,,0,,26,false,,
195-493-797-906-256,The pet in contemporary art,2011-06-23,2011,dissertation,,,,,Elmarie Pretorius,,,,,,Aesthetics; Art; Visual arts; Contemporary art,,,,,https://wiredspace.wits.ac.za/handle/10539/10170?show=full,https://wiredspace.wits.ac.za/handle/10539/10170?show=full,,,2239377292,,0,,0,false,,
